Name,Address,Module,SelfTimePercentage,SelfTimeMs,TotalTimePercentage,TotalTimeMs
"62FBD","62FBD","MSOARIA.DLL",0.0102,0.9962,0.0102,0.9962
"969C4","969C4","MSOARIA.DLL",0.0102,0.9958,0.0102,0.9958
"121A9E","121A9E","MSOARIA.DLL",0.0102,0.9957,0.0102,0.9957
"396D8","396D8","MSOARIA.DLL",0.0102,0.9955,0.0102,0.9955
"13A59","13A59","MSOARIA.DLL",0.0102,0.9949,0.0102,0.9949
"3976E","3976E","MSOARIA.DLL",0.0102,0.9949,0.0102,0.9949
"894A4","894A4","MSOARIA.DLL",0.0102,0.9948,0.0170,1.6522
"121913","121913","MSOARIA.DLL",0.0102,0.9945,0.0102,0.9945
"74DB","74DB","MSOARIA.DLL",0.0102,0.9943,0.0307,2.9943
"7C158","7C158","MSOARIA.DLL",0.0102,0.9915,0.0102,0.9915
"13A60","13A60","MSOARIA.DLL",0.0102,0.9913,0.0102,0.9913
"7D01F","7D01F","MSOARIA.DLL",0.0102,0.9910,0.0102,0.9910
"120C2C","120C2C","MSOARIA.DLL",0.0102,0.9909,0.0102,0.9909
"120C16","120C16","MSOARIA.DLL",0.0102,0.9907,0.0102,0.9907
"40197","40197","MSOARIA.DLL",0.0102,0.9902,0.0102,0.9902
"827CA","827CA","MSOARIA.DLL",0.0102,0.9900,0.0102,0.9900
"37629","37629","MSOARIA.DLL",0.0102,0.9891,0.0102,0.9891
"121938","121938","MSOARIA.DLL",0.0101,0.9883,0.0101,0.9883
"8D4F","8D4F","MSOARIA.DLL",0.0101,0.9883,0.0101,0.9883
"120C30","120C30","MSOARIA.DLL",0.0101,0.9880,0.0101,0.9880
"121910","121910","MSOARIA.DLL",0.0101,0.9844,0.0101,0.9844
"16BF1","16BF1","MSOARIA.DLL",0.0100,0.9788,0.0100,0.9788
"7D032","7D032","MSOARIA.DLL",0.0069,0.6764,0.0069,0.6764
"85B27","85B27","MSOARIA.DLL",0.0067,0.6574,0.0067,0.6574
