Name,WeightPercentage,DurationMs,ProcessId,CommandLine
"msedgewebview2",0.0030,0.0000,8700,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\139.0.3405.102\msedgewebview2.exe"" --type=gpu-process --noerrdialogs --user-data-dir=""C:\Users\benjaming.REDMOND\AppData\Local\Packages\Microsoft.MicrosoftOfficeHub_8wekyb3d8bbwe\LocalState\EBWebView"" --webview-exe-name=WebViewHost.exe --webview-exe-version=19.2508.47021.0 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --no-pre-read-main-dll --gpu-preferences=SAAAAAAAAADgAAAIAAAAAAAAAAAAAGAAAQAAAAAAAAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --always-read-main-dll --metrics-shmem-handle=1700,i,4695494353964021269,10025719251604277449,262144 --field-trial-handle=1848,i,14228515077991255448,8574913679281551647,262144 --enable-features=ForceSWDCompWhenDCompFallbackRequired,msAggressiveCacheTrimming,msCustomDataPartition,msSingleSignOnOSForPrimaryAccountIsShared,msWebView2NoTabForScreenShare,msWindowsTaskManager --disable-features=BackForwardCache,BackgroundTabLoadingFromPerformanceManager,Close"
"OpenConsole",0.0030,0.0000,44820,"""c:\program files\microsoft visual studio\2022\enterprise\common7\ide\commonextensions\microsoft\terminal\ServiceHub\os64\OpenConsole.exe"" --headless --width 152 --height 30 --signal 0x7a8 --server 0x7e4"
"RtkAudUService64",0.0030,0.0000,12072,"""C:\Windows\System32\DriverStore\FileRepository\realtekservice.inf_amd64_291337223b900dd5\RtkAudUService64.exe"" -background"
"SecurityHealthSystray",0.0030,0.0000,18844,"""C:\Windows\System32\SecurityHealthSystray.exe"" "
"svchost",0.0030,0.0000,4804,"C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p -s Wcmsvc"
"svchost",0.0030,0.0000,4380,"C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s NcbService"
"svchost",0.0030,0.0000,3080,"C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p -s TimeBrokerSvc"
"svchost",0.0030,0.0000,23760,"C:\WINDOWS\System32\svchost.exe -k Camera -s FrameServer"
"svchost",0.0030,0.0000,5088,"C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s dot3svc"
"svchost",0.0030,0.0000,1860,"C:\WINDOWS\system32\svchost.exe -k LocalServiceAndNoImpersonation -s SCardSvr"
"AggregatorHost",0.0015,0.0000,10176,"AggregatorHost.exe"
"InventoryService",0.0015,0.0000,5396,"""C:\Program Files\Microsoft Device Inventory Agent\InventoryService\InventoryService.exe"""
"Microsoft.Management.Services.IntuneWindowsAgent",0.0015,0.0000,6332,"""C:\Program Files (x86)\Microsoft Intune Management Extension\Microsoft.Management.Services.IntuneWindowsAgent.exe"""
"msedge",0.0015,0.0000,19680,"""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=crashpad-handler ""--user-data-dir=C:\Users\benjaming.REDMOND\AppData\Local\Microsoft\Edge\User Data"" /prefetch:4 --monitor-self-annotation=ptype=crashpad-handler ""--database=C:\Users\benjaming.REDMOND\AppData\Local\Microsoft\Edge\User Data\Crashpad"" ""--metrics-dir=C:\Users\benjaming.REDMOND\AppData\Local\Microsoft\Edge\User Data"" --annotation=IsOfficialBuild=1 --annotation=channel= --annotation=chromium-version=139.0.7258.128 ""--annotation=exe=C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --annotation=plat=Win64 --annotation=prod=Edge --annotation=ver=139.0.3405.102 --initial-client-data=0x26c,0x270,0x274,0x268,0x27c,0x7fff2f74c188,0x7fff2f74c194,0x7fff2f74c1a0"
"msedgewebview2",0.0015,0.0000,31536,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\139.0.3405.102\msedgewebview2.exe"" --type=gpu-process --noerrdialogs --user-data-dir=""C:\Users\benjaming.REDMOND\AppData\Local\Microsoft\Olk\EBWebView"" --webview-exe-name=olk.exe --webview-exe-version=1.2025.806.300 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --no-pre-read-main-dll --gpu-preferences=SAAAAAAAAADgAAAIAAAAAAAAAAAAAGAAAQAAAAAAAAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --always-read-main-dll --metrics-shmem-handle=1724,i,3980312206169518153,10127800526900623321,262144 --field-trial-handle=1940,i,8033129406060731551,14143038207632028611,262144 --enable-features=ForceSWDCompWhenDCompFallbackRequired,msAbydos,msAbydosGestureSupport,msAbydosHandwritingAttr,msAggressiveCacheTrimming,msCustomDataPartition,msEnhancedTextContrast,msSingleSignOnOSForPrimaryAccountIsShared,msWebView2NoTabForScreenShare,msWindowsTaskManager --disable-features=BackForwardCache,BackgroundTabLoadingFromPer"
"msedgewebview2",0.0015,0.0000,28020,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\139.0.3405.102\msedgewebview2.exe"" --type=crashpad-handler --user-data-dir=C:\Users\benjaming.REDMOND\AppData\Local\Packages\Microsoft.M365Companions_8wekyb3d8bbwe\LocalState\Calendar\EBWebView /prefetch:4 /pfhostedapp:a4a3cd379b99ec60983c9a9c438ccaad66ddb308 --monitor-self-annotation=ptype=crashpad-handler --database=C:\Users\benjaming.REDMOND\AppData\Local\Packages\Microsoft.M365Companions_8wekyb3d8bbwe\LocalState\Calendar\EBWebView\Crashpad --metrics-dir=C:\Users\benjaming.REDMOND\AppData\Local\Packages\Microsoft.M365Companions_8wekyb3d8bbwe\LocalState\Calendar\EBWebView --annotation=IsOfficialBuild=1 --annotation=channel= --annotation=chromium-version=139.0.7258.128 ""--annotation=exe=C:\Program Files (x86)\Microsoft\EdgeWebView\Application\139.0.3405.102\msedgewebview2.exe"" --annotation=plat=Win64 ""--annotation=prod=Edge WebView2"" --annotation=ver=139.0.3405.102 --initial-client-data=0x184,0x188,0x18c,0x164,0x194,0x7fff2f74c188,0x7fff2f74c194,0x7ff"
"msedgewebview2",0.0015,0.0000,18800,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\139.0.3405.102\msedgewebview2.exe"" --type=gpu-process --noerrdialogs --user-data-dir=""C:\Users\benjaming.REDMOND\AppData\Local\Microsoft\OneDrive\EBWebView"" --webview-exe-name=OneDrive.exe --webview-exe-version=25.149.0803.0003 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=1 --no-pre-read-main-dll --gpu-preferences=SAAAAAAAAADgAAAIAAAAAAAAAAAAAGAAAQAAAAAAAAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --always-read-main-dll --metrics-shmem-handle=1712,i,1063670666240466674,9387671468166555505,262144 --field-trial-handle=1796,i,2078209863016788888,5383923420903493488,262144 --enable-features=ForceSWDCompWhenDCompFallbackRequired,msAggressiveCacheTrimming,msCustomDataPartition,msWebView2NoTabForScreenShare,msWindowsTaskManager --disable-features=BackForwardCache,BackgroundTabLoadingFromPerformanceManager,CloseOmniboxPopupOnInactiveAreaClick,CollectAVProductsInfo,CollectCodeIntegrityInfo,EnableHangW"
"msedgewebview2",0.0015,0.0000,9996,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\139.0.3405.102\msedgewebview2.exe"" --type=crashpad-handler --user-data-dir=C:\Users\benjaming.REDMOND\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView /prefetch:4 /pfhostedapp:1ec15097b557f7f931966541b3f105cc5a47009c --monitor-self-annotation=ptype=crashpad-handler --database=C:\Users\benjaming.REDMOND\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Crashpad --metrics-dir=C:\Users\benjaming.REDMOND\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView --annotation=IsOfficialBuild=1 --annotation=channel= --annotation=chromium-version=139.0.7258.128 ""--annotation=exe=C:\Program Files (x86)\Microsoft\EdgeWebView\Application\139.0.3405.102\msedgewebview2.exe"" --annotation=plat=Win64 ""--annotation=prod=Edge WebView2"" --annotation=ver=139.0.3405.102 --initial-client-data=0x17c,0x180,0x184,0x158,0x18c,0x7fff2f74c188,0x7fff2f"
"msedgewebview2",0.0015,0.0000,22272,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\139.0.3405.102\msedgewebview2.exe"" --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=service --noerrdialogs --user-data-dir=""C:\Users\benjaming.REDMOND\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView"" --webview-exe-name=ms-teams.exe --webview-exe-version=25227.201.3887.7121 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --no-pre-read-main-dll --always-read-main-dll --metrics-shmem-handle=1944,i,4751668418685729185,3956135311537094280,524288 --field-trial-handle=1848,i,9232284790936083051,8827603450831938181,262144 --enable-features=AutofillReplaceCachedWebElementsByRendererIds,DocumentPolicyIncludeJSCallStacksInCrashReports,ForceSWDCompWhenDCompFallbackRequired,PartitionedCookies,PreferredAudioOutputDevices,SharedArrayBuffer,SkipGrantAccessToDataPathIfAlreadySet,ThirdPartyStoragePartitioning,msAbydos,msAbydosGestureSupport,msAbydosHandwritingAt"
"msedgewebview2",0.0015,0.0000,15096,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\139.0.3405.102\msedgewebview2.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --noerrdialogs --user-data-dir=""C:\Users\benjaming.REDMOND\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView"" --webview-exe-name=Widgets.exe --webview-exe-version=525.22300.0.0 --embedded-browser-webview=1 --no-pre-read-main-dll --always-read-main-dll --metrics-shmem-handle=2064,i,10059151636341397096,3423782810395223296,524288 --field-trial-handle=1900,i,16685342306069031692,9043298843737266012,262144 --enable-features=ForceSWDCompWhenDCompFallbackRequired,msAggressiveCacheTrimming,msCustomDataPartition,msWebView2NoTabForScreenShare,msWindowsTaskManager --disable-features=BackForwardCache,BackgroundTabLoadingFromPerformanceManager,CloseOmniboxPopupOnInactiveAreaClick,CollectAVProductsInfo,CollectCodeIntegrityInfo,EnableHangWatcher,FilterAdsOnAbusiveSites,GetWifiProtocol"
"msinfo32",0.0015,0.0000,13752,"""C:\WINDOWS\system32\msinfo32.exe"" "
"SCNotification",0.0015,0.0000,18140,"""C:\Windows\CCM\SCNotification.exe"""
"SearchProtocolHost",0.0015,0.0000,49352,"""C:\WINDOWS\System32\SearchProtocolHost.exe"" Global\UsGthrFltPipeMssGthrPipe37_ Global\UsGthrCtrlFltPipeMssGthrPipe37 1 -2147483646 ""Software\Microsoft\Windows Search"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT; MS Search 4.0 Robot)"" ""C:\ProgramData\Microsoft\Search\Data\Temp\usgthrsvc"" ""DownLevelDaemon"" "
"ServiceHub.IndexingService",0.0015,0.0000,18328,"""C:\Program Files\Microsoft Visual Studio\2022\Enterprise\Common7\ServiceHub\Hosts\ServiceHub.Host.dotnet.x64\ServiceHub.IndexingService.exe"" dotnet$IndexingService net.pipe://1978095EEE757A78F755D74184C209DDF30C6 ""/TelemetrySession:{\""TelemetryLevel\"":null,\""IsOptedIn\"":true,\""HostName\"":\""Dev14\"",\""AppInsightsInstrumentationKey\"":\""f144292e-e3b2-4011-ac90-20e5c03fbce5\"",\""AsimovInstrumentationKey\"":\""AIF-312cbd79-9dbb-4c48-a7da-3cc2a931cb70\"",\""CollectorApiKey\"":\""f3e86b4023cc43f0be495508d51f588a-f70d0e59-0fb0-4473-9f19-b4024cc340be-7296\"",\""AppId\"":1001,\""UserId\"":\""2dba2122-c8a1-45b6-ac82-001f5865d3e3\"",\""Id\"":\""43746843-c2ce-42ef-9bc7-521b96990f7c\"",\""ProcessStartTime\"":638913092465839523,\""SkuName\"":\""VS_Enterprise\"",\""VSExeVersion\"":\""17.14.36408.4\"",\""BucketFiltersToEnableWatsonForFaults\"":[],\""BucketFiltersToAddDumpsToFaults\"":[]}"" $HostRemoteBrokerPipeName"
"ServiceHub.IntellicodeModelService",0.0015,0.0000,19716,"""C:\Program Files\Microsoft Visual Studio\2022\Enterprise\Common7\ServiceHub\Hosts\ServiceHub.Host.netfx.x64\ServiceHub.IntellicodeModelService.exe"" netfx.x64$IntellicodeModelService net.pipe://1978095EEE757A78F755D74184C209DDF30C6 ""/AppBasePath:C:\Program Files\Microsoft Visual Studio\2022\Enterprise\Common7\IDE\\"" /ConfigFile:C:\Users\benjaming.REDMOND\AppData\Local\Microsoft\VisualStudio\17.0_60475fee\devenv.exe.config"
"ServiceHub.TestWindowStoreHost",0.0015,0.0000,18532,"""C:\Program Files\Microsoft Visual Studio\2022\Enterprise\Common7\ServiceHub\Hosts\ServiceHub.Host.dotnet.x64\ServiceHub.TestWindowStoreHost.exe"" dotnet.x64$TestWindowStoreHost net.pipe://1978095EEE757A78F755D74184C209DDF30C6 ""/TelemetrySession:{\""TelemetryLevel\"":null,\""IsOptedIn\"":true,\""HostName\"":\""Dev14\"",\""AppInsightsInstrumentationKey\"":\""f144292e-e3b2-4011-ac90-20e5c03fbce5\"",\""AsimovInstrumentationKey\"":\""AIF-312cbd79-9dbb-4c48-a7da-3cc2a931cb70\"",\""CollectorApiKey\"":\""f3e86b4023cc43f0be495508d51f588a-f70d0e59-0fb0-4473-9f19-b4024cc340be-7296\"",\""AppId\"":1001,\""UserId\"":\""2dba2122-c8a1-45b6-ac82-001f5865d3e3\"",\""Id\"":\""43746843-c2ce-42ef-9bc7-521b96990f7c\"",\""ProcessStartTime\"":638913092465839523,\""SkuName\"":\""VS_Enterprise\"",\""VSExeVersion\"":\""17.14.36408.4\"",\""BucketFiltersToEnableWatsonForFaults\"":[],\""BucketFiltersToAddDumpsToFaults\"":[]}"" \\.\pipe\3A505534-A1E9-424B-9050-E572AE5293DC"
"svchost",0.0015,0.0000,16120,"C:\WINDOWS\system32\svchost.exe -k ClipboardSvcGroup -p -s cbdhsvc"
"svchost",0.0015,0.0000,3952,"C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s lfsvc"
"svchost",0.0015,0.0000,2244,"C:\WINDOWS\system32\svchost.exe -k UserProfileService -p -s ProfSvc"
"svchost",0.0015,0.0000,3992,"C:\WINDOWS\System32\svchost.exe -k netsvcs"
"svchost",0.0015,0.0000,8260,"C:\WINDOWS\system32\svchost.exe -k NetSvcs -p -s HNS"
"svchost",0.0015,0.0000,6160,"C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s LanmanServer"
"svchost",0.0015,0.0000,1896,"C:\WINDOWS\System32\svchost.exe -k NetworkService -p -s LanmanWorkstation"
"svchost",0.0015,0.0000,12908,"C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -s RmSvc"
"svchost",0.0015,0.0000,3412,"C:\WINDOWS\System32\svchost.exe -k NetSvcs -p -s IpHlpSvc"
"svchost",0.0015,0.0000,3196,"C:\WINDOWS\System32\svchost.exe -k PeerDist -s PeerDistSvc"
"svchost",0.0015,0.0000,1248,"C:\WINDOWS\system32\svchost.exe -k RPCSS -p"
"taskhostw",0.0015,0.0000,14240,"taskhostw.exe {222A245B-E637-4AE9-A93F-A59CA119A75E}"
"VBCSCompiler",0.0015,0.0000,18640,"""C:\Program Files\Microsoft Visual Studio\2022\Enterprise\MSBuild\Current\Bin\Roslyn\VBCSCompiler.exe"" ""-pipename:JVjPNngeOMqiFdoh15dX0nMeMebM0yP_g1S1LVh2Brs"""
"WidgetService",0.0015,0.0000,11188,"""C:\Program Files\WindowsApps\Microsoft.WidgetsPlatformRuntime_1.6.9.0_x64__8wekyb3d8bbwe\WidgetService\WidgetService.exe"" -RegisterProcessAsComServer -Embedding"
