Name,Address,Module,SelfTimePercentage,SelfTimeMs,TotalTimePercentage,TotalTimeMs
"1326C","1326C","CI.dll",0.0103,1.0046,0.0103,1.0046
"12061","12061","CI.dll",0.0103,1.0041,0.0103,1.0041
"40B0","40B0","CI.dll",0.0103,1.0041,0.0103,1.0041
"40D9","40D9","CI.dll",0.0103,1.0030,0.0103,1.0030
"11F65","11F65","CI.dll",0.0103,1.0028,0.0103,1.0028
"40D5","40D5","CI.dll",0.0103,1.0028,0.0103,1.0028
"1002F","1002F","CI.dll",0.0103,1.0027,0.0103,1.0027
"13601","13601","CI.dll",0.0103,1.0026,0.0103,1.0026
"138D6","138D6","CI.dll",0.0103,1.0026,0.0103,1.0026
"109C3","109C3","CI.dll",0.0103,1.0025,0.0103,1.0025
"F6A1","F6A1","CI.dll",0.0103,1.0024,0.0103,1.0024
"FF4A","FF4A","CI.dll",0.0103,1.0024,0.0103,1.0024
"10675","10675","CI.dll",0.0103,1.0023,0.0103,1.0023
"FC1A","FC1A","CI.dll",0.0103,1.0022,0.0103,1.0022
"FF79","FF79","CI.dll",0.0103,1.0022,0.0103,1.0022
"107D7","107D7","CI.dll",0.0103,1.0020,0.0103,1.0020
"91954","91954","CI.dll",0.0103,1.0020,0.0103,1.0020
"107A7","107A7","CI.dll",0.0103,1.0018,0.0103,1.0018
"1084A","1084A","CI.dll",0.0103,1.0018,0.0103,1.0018
"FBB0","FBB0","CI.dll",0.0103,1.0018,0.0103,1.0018
"106C0","106C0","CI.dll",0.0103,1.0015,0.0103,1.0015
"107E8","107E8","CI.dll",0.0103,1.0015,0.0103,1.0015
"108BF","108BF","CI.dll",0.0103,1.0015,0.0103,1.0015
"107AD","107AD","CI.dll",0.0103,1.0014,0.0103,1.0014
"107C4","107C4","CI.dll",0.0103,1.0014,0.0103,1.0014
"F882","F882","CI.dll",0.0103,1.0013,0.0103,1.0013
"1005F","1005F","CI.dll",0.0103,1.0012,0.0103,1.0012
"10113","10113","CI.dll",0.0103,1.0012,0.0103,1.0012
"1016E","1016E","CI.dll",0.0103,1.0007,0.0103,1.0007
"10771","10771","CI.dll",0.0103,1.0007,0.0103,1.0007
"10798","10798","CI.dll",0.0103,1.0007,0.0103,1.0007
"2C544","2C544","CI.dll",0.0103,1.0007,0.0103,1.0007
"106A4","106A4","CI.dll",0.0103,1.0005,0.0103,1.0005
"106FF","106FF","CI.dll",0.0103,1.0005,0.0103,1.0005
"1093C","1093C","CI.dll",0.0103,1.0005,0.0103,1.0005
"10954","10954","CI.dll",0.0103,1.0005,0.0103,1.0005
"FC4A","FC4A","CI.dll",0.0103,1.0004,0.0103,1.0004
"131ED","131ED","CI.dll",0.0103,1.0003,0.0103,1.0003
"FAC0","FAC0","CI.dll",0.0103,1.0003,0.0103,1.0003
"1070F","1070F","CI.dll",0.0103,1.0002,0.0103,1.0002
"100A9","100A9","CI.dll",0.0103,1.0001,0.0103,1.0001
"109B3","109B3","CI.dll",0.0103,1.0000,0.0103,1.0000
"FFE9","FFE9","CI.dll",0.0103,1.0000,0.0103,1.0000
"FF86","FF86","CI.dll",0.0103,0.9999,0.0103,0.9999
"103F0","103F0","CI.dll",0.0103,0.9997,0.0103,0.9997
"106B8","106B8","CI.dll",0.0103,0.9995,0.0103,0.9995
"106E6","106E6","CI.dll",0.0103,0.9994,0.0103,0.9994
"FA55","FA55","CI.dll",0.0103,0.9992,0.0103,0.9992
"FE8E","FE8E","CI.dll",0.0103,0.9992,0.0103,0.9992
"FFA1","FFA1","CI.dll",0.0103,0.9992,0.0103,0.9992
"106F7","106F7","CI.dll",0.0103,0.9990,0.0103,0.9990
"FB85","FB85","CI.dll",0.0103,0.9989,0.0103,0.9989
"FD9F","FD9F","CI.dll",0.0103,0.9989,0.0103,0.9989
"10705","10705","CI.dll",0.0103,0.9988,0.0103,0.9988
"105E9","105E9","CI.dll",0.0103,0.9987,0.0103,0.9987
"107E6","107E6","CI.dll",0.0103,0.9987,0.0103,0.9987
"108B1","108B1","CI.dll",0.0103,0.9987,0.0103,0.9987
"109D1","109D1","CI.dll",0.0103,0.9987,0.0103,0.9987
"1087D","1087D","CI.dll",0.0102,0.9985,0.0102,0.9985
"1071F","1071F","CI.dll",0.0102,0.9984,0.0102,0.9984
"1088B","1088B","CI.dll",0.0102,0.9984,0.0102,0.9984
"10910","10910","CI.dll",0.0102,0.9984,0.0102,0.9984
"1012D","1012D","CI.dll",0.0102,0.9983,0.0102,0.9983
"1014D","1014D","CI.dll",0.0102,0.9983,0.0102,0.9983
"107DD","107DD","CI.dll",0.0102,0.9983,0.0102,0.9983
"1088D","1088D","CI.dll",0.0102,0.9981,0.0102,0.9981
"FD2B","FD2B","CI.dll",0.0102,0.9981,0.0102,0.9981
"FE7C","FE7C","CI.dll",0.0102,0.9977,0.0102,0.9977
"4139","4139","CI.dll",0.0102,0.9976,0.0102,0.9976
"FFBD","FFBD","CI.dll",0.0102,0.9976,0.0102,0.9976
"F9BF","F9BF","CI.dll",0.0102,0.9974,0.0102,0.9974
"FF1B","FF1B","CI.dll",0.0102,0.9974,0.0102,0.9974
"10960","10960","CI.dll",0.0102,0.9973,0.0102,0.9973
"1092A","1092A","CI.dll",0.0102,0.9972,0.0102,0.9972
"1023F","1023F","CI.dll",0.0102,0.9969,0.0102,0.9969
"F758","F758","CI.dll",0.0102,0.9968,0.0102,0.9968
"13343","13343","CI.dll",0.0102,0.9966,0.0102,0.9966
"FDAD","FDAD","CI.dll",0.0102,0.9965,0.0102,0.9965
"10101","10101","CI.dll",0.0102,0.9964,0.0102,0.9964
"10730","10730","CI.dll",0.0102,0.9964,0.0102,0.9964
"10690","10690","CI.dll",0.0102,0.9961,0.0102,0.9961
"10793","10793","CI.dll",0.0102,0.9961,0.0102,0.9961
"10714","10714","CI.dll",0.0102,0.9958,0.0102,0.9958
"FB34","FB34","CI.dll",0.0102,0.9958,0.0102,0.9958
"FEEB","FEEB","CI.dll",0.0102,0.9956,0.0102,0.9956
"1046D","1046D","CI.dll",0.0102,0.9951,0.0102,0.9951
"106FA","106FA","CI.dll",0.0102,0.9951,0.0102,0.9951
"FBCC","FBCC","CI.dll",0.0102,0.9951,0.0102,0.9951
"10947","10947","CI.dll",0.0102,0.9950,0.0102,0.9950
"106D0","106D0","CI.dll",0.0102,0.9949,0.0102,0.9949
"106E9","106E9","CI.dll",0.0102,0.9945,0.0102,0.9945
"FD7E","FD7E","CI.dll",0.0102,0.9945,0.0102,0.9945
"F959","F959","CI.dll",0.0102,0.9943,0.0102,0.9943
"10805","10805","CI.dll",0.0102,0.9939,0.0102,0.9939
"F96A","F96A","CI.dll",0.0102,0.9936,0.0102,0.9936
"FE69","FE69","CI.dll",0.0102,0.9936,0.0102,0.9936
"FA9D","FA9D","CI.dll",0.0102,0.9934,0.0102,0.9934
"108AE","108AE","CI.dll",0.0102,0.9930,0.0102,0.9930
"10746","10746","CI.dll",0.0102,0.9928,0.0102,0.9928
"10484","10484","CI.dll",0.0102,0.9926,0.0102,0.9926
"102D1","102D1","CI.dll",0.0102,0.9921,0.0102,0.9921
"10763","10763","CI.dll",0.0102,0.9920,0.0102,0.9920
"172B","172B","CI.dll",0.0102,0.9912,0.0102,0.9912
"FF21","FF21","CI.dll",0.0102,0.9910,0.0102,0.9910
"1086A","1086A","CI.dll",0.0102,0.9901,0.0102,0.9901
"108CD","108CD","CI.dll",0.0102,0.9898,0.0102,0.9898
"10255","10255","CI.dll",0.0101,0.9879,0.0101,0.9879
"10711","10711","CI.dll",0.0101,0.9871,0.0101,0.9871
"12518","12518","CI.dll",0.0101,0.9868,0.0101,0.9868
"106D8","106D8","CI.dll",0.0101,0.9866,0.0101,0.9866
"FD1F","FD1F","CI.dll",0.0101,0.9863,0.0101,0.9863
"106D5","106D5","CI.dll",0.0101,0.9830,0.0101,0.9830
"F974","F974","CI.dll",0.0101,0.9825,0.0101,0.9825
"10327","10327","CI.dll",0.0101,0.9822,0.0101,0.9822
"1003D","1003D","CI.dll",0.0100,0.9754,0.0100,0.9754
"10568","10568","CI.dll",0.0075,0.7309,0.0075,0.7309
"10881","10881","CI.dll",0.0066,0.6421,0.0066,0.6421
"FFDB","FFDB","CI.dll",0.0062,0.6081,0.0062,0.6081
"133F1","133F1","CI.dll",0.0061,0.5974,0.0061,0.5974
"40E0","40E0","CI.dll",0.0054,0.5225,0.0054,0.5225
"106EB","106EB","CI.dll",0.0046,0.4480,0.0046,0.4480
"131F9","131F9","CI.dll",0.0040,0.3919,0.0040,0.3919
"F743","F743","CI.dll",0.0040,0.3887,0.0040,0.3887
