Name,Address,Module,SelfTimePercentage,SelfTimeMs,TotalTimePercentage,TotalTimeMs
"2CD14","2CD14","CI.dll",0.0311,3.0293,0.0311,3.0293
"10767","10767","CI.dll",0.0310,3.0244,0.0310,3.0244
"106C5","106C5","CI.dll",0.0309,3.0060,0.0309,3.0060
"F874","F874","CI.dll",0.0307,2.9915,0.0307,2.9915
"FFD1","FFD1","CI.dll",0.0306,2.9858,0.0306,2.9858
"104D6","104D6","CI.dll",0.0248,2.4146,0.0248,2.4146
"40B5","40B5","CI.dll",0.0208,2.0256,0.0208,2.0256
"107EB","107EB","CI.dll",0.0207,2.0207,0.0207,2.0207
"108EB","108EB","CI.dll",0.0207,2.0148,0.0207,2.0148
"108DE","108DE","CI.dll",0.0206,2.0087,0.0206,2.0087
"10850","10850","CI.dll",0.0206,2.0081,0.0206,2.0081
"106D3","106D3","CI.dll",0.0206,2.0068,0.0206,2.0068
"1011F","1011F","CI.dll",0.0206,2.0033,0.0206,2.0033
"1092D","1092D","CI.dll",0.0206,2.0030,0.0206,2.0030
"F6AF","F6AF","CI.dll",0.0205,2.0018,0.0205,2.0018
"FE3E","FE3E","CI.dll",0.0205,2.0010,0.0205,2.0010
"FEF0","FEF0","CI.dll",0.0205,2.0009,0.0205,2.0009
"10755","10755","CI.dll",0.0205,2.0006,0.0205,2.0006
"106AA","106AA","CI.dll",0.0205,2.0004,0.0205,2.0004
"12B1C","12B1C","CI.dll",0.0205,2.0000,0.0205,2.0000
"13355","13355","CI.dll",0.0205,2.0000,0.0205,2.0000
"133C2","133C2","CI.dll",0.0205,2.0000,0.0205,2.0000
"3C65","3C65","CI.dll",0.0205,2.0000,0.0205,2.0000
"40C0","40C0","CI.dll",0.0205,2.0000,0.0205,2.0000
"9164D","9164D","CI.dll",0.0205,2.0000,0.0205,2.0000
"1085B","1085B","CI.dll",0.0205,1.9996,0.0205,1.9996
"FE15","FE15","CI.dll",0.0205,1.9992,0.0205,1.9992
"106C2","106C2","CI.dll",0.0205,1.9987,0.0205,1.9987
"107A1","107A1","CI.dll",0.0205,1.9984,0.0205,1.9984
"108BC","108BC","CI.dll",0.0205,1.9980,0.0205,1.9980
"1077C","1077C","CI.dll",0.0205,1.9979,0.0205,1.9979
"10919","10919","CI.dll",0.0205,1.9973,0.0205,1.9973
"FE59","FE59","CI.dll",0.0205,1.9963,0.0205,1.9963
"FA47","FA47","CI.dll",0.0205,1.9955,0.0205,1.9955
"1044B","1044B","CI.dll",0.0205,1.9949,0.0205,1.9949
"107FC","107FC","CI.dll",0.0205,1.9935,0.0205,1.9935
"10916","10916","CI.dll",0.0204,1.9905,0.0204,1.9905
"10932","10932","CI.dll",0.0204,1.9894,0.0204,1.9894
"10924","10924","CI.dll",0.0204,1.9841,0.0204,1.9841
"FA01","FA01","CI.dll",0.0202,1.9685,0.0202,1.9685
"FBD6","FBD6","CI.dll",0.0172,1.6721,0.0172,1.6721
"10855","10855","CI.dll",0.0167,1.6286,0.0167,1.6286
"6EA7F","6EA7F","CI.dll",0.0159,1.5519,0.0159,1.5519
"584A4","584A4","CI.dll",0.0147,1.4296,0.0147,1.4296
"10861","10861","CI.dll",0.0139,1.3577,0.0139,1.3577
"6FDC6","6FDC6","CI.dll",0.0135,1.3130,0.0135,1.3130
"13549","13549","CI.dll",0.0112,1.0960,0.0112,1.0960
"8F370","8F370","CI.dll",0.0106,1.0365,0.0106,1.0365
"10461","10461","CI.dll",0.0106,1.0298,0.0106,1.0298
"10758","10758","CI.dll",0.0105,1.0231,0.0105,1.0231
"40BC","40BC","CI.dll",0.0105,1.0224,0.0105,1.0224
"107E3","107E3","CI.dll",0.0105,1.0203,0.0105,1.0203
"10908","10908","CI.dll",0.0105,1.0192,0.0105,1.0192
"12542","12542","CI.dll",0.0105,1.0186,0.0105,1.0186
"12508","12508","CI.dll",0.0104,1.0144,0.0104,1.0144
"FD5B","FD5B","CI.dll",0.0104,1.0137,0.0104,1.0137
"108C7","108C7","CI.dll",0.0104,1.0127,0.0104,1.0127
"FEB5","FEB5","CI.dll",0.0104,1.0111,0.0104,1.0111
"1371B","1371B","CI.dll",0.0104,1.0106,0.0104,1.0106
"FB01","FB01","CI.dll",0.0103,1.0082,0.0103,1.0082
"12632","12632","CI.dll",0.0103,1.0080,0.0103,1.0080
"131D3","131D3","CI.dll",0.0103,1.0074,0.0103,1.0074
"10271","10271","CI.dll",0.0103,1.0073,0.0103,1.0073
"12340","12340","CI.dll",0.0103,1.0059,0.0103,1.0059
"FFB7","FFB7","CI.dll",0.0103,1.0059,0.0103,1.0059
"10841","10841","CI.dll",0.0103,1.0057,0.0103,1.0057
"13403","13403","CI.dll",0.0103,1.0057,0.0103,1.0057
"FCE8","FCE8","CI.dll",0.0103,1.0052,0.0103,1.0052
"1003A","1003A","CI.dll",0.0103,1.0051,0.0103,1.0051
"107CE","107CE","CI.dll",0.0103,1.0051,0.0103,1.0051
"1370F","1370F","CI.dll",0.0103,1.0048,0.0103,1.0048
