Name,Address,Module,SelfTimePercentage,SelfTimeMs,TotalTimePercentage,TotalTimeMs
"3DB834","3DB834","PPCORE.DLL",0.0313,3.0493,0.0313,3.0493
"1EE5F2","1EE5F2","PPCORE.DLL",0.0205,2.0000,0.0205,2.0000
"387625","387625","PPCORE.DLL",0.0205,2.0000,0.0205,2.0000
"445F70","445F70","PPCORE.DLL",0.0205,2.0000,0.0205,2.0000
"386D46","386D46","PPCORE.DLL",0.0183,1.7832,0.0183,1.7832
"367C55","367C55","PPCORE.DLL",0.0171,1.6656,0.0171,1.6656
"A9EB9","A9EB9","PPCORE.DLL",0.0104,1.0131,0.0104,1.0131
"E7CA","E7CA","PPCORE.DLL",0.0103,1.0027,0.0103,1.0027
"230558","230558","PPCORE.DLL",0.0103,1.0004,0.0103,1.0004
"D3A20","D3A20","PPCORE.DLL",0.0102,0.9970,0.0102,0.9970
"8BB28","8BB28","PPCORE.DLL",0.0099,0.9663,0.0099,0.9663
