Name,Address,Module,SelfTimePercentage,SelfTimeMs,TotalTimePercentage,TotalTimeMs
"515E5","515E5","dcomp.dll",0.0300,2.9264,0.0300,2.9264
"2BA25","2BA25","dcomp.dll",0.0205,2.0000,0.0205,2.0000
"4940C","4940C","dcomp.dll",0.0205,2.0000,0.0205,2.0000
"75687","75687","dcomp.dll",0.0205,2.0000,0.0205,2.0000
"A5610","A5610","dcomp.dll",0.0205,2.0000,0.0205,2.0000
"267E0","267E0","dcomp.dll",0.0168,1.6371,0.0168,1.6371
"E7FA0","E7FA0","dcomp.dll",0.0115,1.1183,0.0115,1.1183
"54E65","54E65","dcomp.dll",0.0115,1.1167,0.0115,1.1167
"562C7","562C7","dcomp.dll",0.0102,0.9972,0.0102,0.9972
"1F2CF","1F2CF","dcomp.dll",0.0102,0.9969,0.0102,0.9969
"F1BF8","F1BF8","dcomp.dll",0.0092,0.8968,0.0092,0.8968
"490F3","490F3","dcomp.dll",0.0085,0.8248,0.0085,0.8248
"598CD","598CD","dcomp.dll",0.0083,0.8076,0.0083,0.8076
"2C255","2C255","dcomp.dll",0.0045,0.4344,0.0045,0.4344
