Name,Address,Module,SelfTimePercentage,SelfTimeMs,TotalTimePercentage,TotalTimeMs
"74EA3","74EA3","DWrite.dll",0.0215,2.0907,0.0215,2.0907
"C3F95","C3F95","DWrite.dll",0.0213,2.0791,0.0213,2.0791
"8241","8241","DWrite.dll",0.0205,2.0022,0.0205,2.0022
"5AB3E","5AB3E","DWrite.dll",0.0205,2.0000,0.0205,2.0000
"45C1E","45C1E","DWrite.dll",0.0169,1.6458,0.0169,1.6458
"A5BC9","A5BC9","DWrite.dll",0.0156,1.5226,0.0156,1.5226
"5FD69","5FD69","DWrite.dll",0.0154,1.5040,0.0154,1.5040
"22F33","22F33","DWrite.dll",0.0148,1.4406,0.0148,1.4406
"60CB9","60CB9","DWrite.dll",0.0145,1.4110,0.0145,1.4110
"3D8E8","3D8E8","DWrite.dll",0.0137,1.3344,0.0137,1.3344
"517F8","517F8","DWrite.dll",0.0115,1.1234,0.0115,1.1234
"97C90","97C90","DWrite.dll",0.0114,1.1074,0.0114,1.1074
"5A895","5A895","DWrite.dll",0.0110,1.0755,0.0110,1.0755
"CD776","CD776","DWrite.dll",0.0108,1.0514,0.0108,1.0514
"97DEE","97DEE","DWrite.dll",0.0106,1.0356,0.0106,1.0356
"59BFF","59BFF","DWrite.dll",0.0105,1.0231,0.0105,1.0231
"3CF88","3CF88","DWrite.dll",0.0104,1.0125,0.0104,1.0125
"84A9C","84A9C","DWrite.dll",0.0104,1.0100,0.0104,1.0100
"22EFC","22EFC","DWrite.dll",0.0103,1.0072,0.0103,1.0072
"F3E64","F3E64","DWrite.dll",0.0103,1.0066,0.0103,1.0066
"4487B","4487B","DWrite.dll",0.0103,1.0037,0.0103,1.0037
"4B236","4B236","DWrite.dll",0.0103,1.0034,0.0103,1.0034
"D7C06","D7C06","DWrite.dll",0.0103,1.0029,0.0103,1.0029
"10C22C","10C22C","DWrite.dll",0.0103,1.0015,0.0103,1.0015
"4A97A","4A97A","DWrite.dll",0.0103,1.0015,0.0103,1.0015
"D4440","D4440","DWrite.dll",0.0103,1.0015,0.0103,1.0015
"17573","17573","DWrite.dll",0.0103,1.0013,0.0103,1.0013
"84A7E","84A7E","DWrite.dll",0.0103,1.0013,0.0103,1.0013
"214A1","214A1","DWrite.dll",0.0103,1.0000,0.0103,1.0000
"1F573","1F573","DWrite.dll",0.0102,0.9979,0.0102,0.9979
"2089C","2089C","DWrite.dll",0.0102,0.9971,0.0102,0.9971
"D499D","D499D","DWrite.dll",0.0102,0.9971,0.0102,0.9971
"FCD8C","FCD8C","DWrite.dll",0.0102,0.9959,0.0102,0.9959
"60CBF","60CBF","DWrite.dll",0.0102,0.9956,0.0102,0.9956
"84BE2","84BE2","DWrite.dll",0.0102,0.9930,0.0102,0.9930
"B6C2F","B6C2F","DWrite.dll",0.0102,0.9920,0.0102,0.9920
"2002F","2002F","DWrite.dll",0.0101,0.9863,0.0101,0.9863
"22A1E","22A1E","DWrite.dll",0.0100,0.9771,0.0100,0.9771
"8476D","8476D","DWrite.dll",0.0096,0.9387,0.0096,0.9387
"44F6E","44F6E","DWrite.dll",0.0089,0.8629,0.0089,0.8629
"5439D","5439D","DWrite.dll",0.0085,0.8248,0.0085,0.8248
"66247","66247","DWrite.dll",0.0072,0.7016,0.0072,0.7016
"977CB","977CB","DWrite.dll",0.0056,0.5458,0.0056,0.5458
"99A60","99A60","DWrite.dll",0.0039,0.3757,0.0039,0.3757
"960C0","960C0","DWrite.dll",0.0031,0.3058,0.0031,0.3058
"6B022","6B022","DWrite.dll",0.0031,0.3029,0.0031,0.3029
"A5BC3","A5BC3","DWrite.dll",0.0027,0.2625,0.0027,0.2625
"9CF44","9CF44","DWrite.dll",0.0014,0.1398,0.0014,0.1398
