Name,Address,Module,SelfTimePercentage,SelfTimeMs,TotalTimePercentage,TotalTimeMs
"1055A","1055A","vcruntime140.dll",0.0516,5.0297,0.0516,5.0297
"1007B","1007B","vcruntime140.dll",0.0515,5.0198,0.0515,5.0198
"1059B","1059B","vcruntime140.dll",0.0515,5.0167,0.0515,5.0167
"113EB","113EB","vcruntime140.dll",0.0508,4.9450,0.0508,4.9450
"11571","11571","vcruntime140.dll",0.0304,2.9596,0.0304,2.9596
"13010","13010","vcruntime140.dll",0.0284,2.7681,0.0284,2.7681
"10430","10430","vcruntime140.dll",0.0222,2.1621,0.0222,2.1621
"113A4","113A4","vcruntime140.dll",0.0205,2.0000,0.0205,2.0000
"113F0","113F0","vcruntime140.dll",0.0205,2.0000,0.0205,2.0000
"11410","11410","vcruntime140.dll",0.0205,2.0000,0.0205,2.0000
"11418","11418","vcruntime140.dll",0.0205,2.0000,0.0205,2.0000
"116BC","116BC","vcruntime140.dll",0.0205,2.0000,0.0205,2.0000
"501D","501D","vcruntime140.dll",0.0205,2.0000,0.0205,2.0000
"52A0","52A0","vcruntime140.dll",0.0205,2.0000,0.0205,2.0000
"114B9","114B9","vcruntime140.dll",0.0204,1.9888,0.0204,1.9888
"10458","10458","vcruntime140.dll",0.0195,1.9030,0.0195,1.9030
"11B88","11B88","vcruntime140.dll",0.0187,1.8204,0.0187,1.8204
"1150C","1150C","vcruntime140.dll",0.0170,1.6518,0.0170,1.6518
"1154E","1154E","vcruntime140.dll",0.0163,1.5892,0.0163,1.5892
"11516","11516","vcruntime140.dll",0.0123,1.2001,0.0123,1.2001
"11327","11327","vcruntime140.dll",0.0110,1.0718,0.0110,1.0718
"11B18","11B18","vcruntime140.dll",0.0108,1.0512,0.0108,1.0512
"11A89","11A89","vcruntime140.dll",0.0107,1.0465,0.0107,1.0465
"11420","11420","vcruntime140.dll",0.0103,1.0079,0.0103,1.0079
"114B6","114B6","vcruntime140.dll",0.0103,1.0064,0.0103,1.0064
"113A8","113A8","vcruntime140.dll",0.0103,1.0054,0.0103,1.0054
"106F1","106F1","vcruntime140.dll",0.0103,1.0039,0.0103,1.0039
"113AE","113AE","vcruntime140.dll",0.0103,1.0023,0.0103,1.0023
"1053D","1053D","vcruntime140.dll",0.0103,1.0016,0.0103,1.0016
"10565","10565","vcruntime140.dll",0.0103,0.9998,0.0103,0.9998
"106C1","106C1","vcruntime140.dll",0.0103,0.9987,0.0103,0.9987
"105A2","105A2","vcruntime140.dll",0.0102,0.9983,0.0102,0.9983
"10444","10444","vcruntime140.dll",0.0102,0.9968,0.0102,0.9968
"55F9","55F9","vcruntime140.dll",0.0102,0.9966,0.0102,0.9966
"11460","11460","vcruntime140.dll",0.0102,0.9961,0.0102,0.9961
"1070A","1070A","vcruntime140.dll",0.0102,0.9951,0.0102,0.9951
"11C21","11C21","vcruntime140.dll",0.0102,0.9951,0.0102,0.9951
"1067F","1067F","vcruntime140.dll",0.0102,0.9945,0.0102,0.9945
"10483","10483","vcruntime140.dll",0.0102,0.9938,0.0102,0.9938
"11383","11383","vcruntime140.dll",0.0102,0.9938,0.0102,0.9938
"11ACB","11ACB","vcruntime140.dll",0.0101,0.9831,0.0101,0.9831
"1063E","1063E","vcruntime140.dll",0.0101,0.9827,0.0101,0.9827
"11312","11312","vcruntime140.dll",0.0100,0.9729,0.0100,0.9729
"10677","10677","vcruntime140.dll",0.0097,0.9406,0.0097,0.9406
"10550","10550","vcruntime140.dll",0.0054,0.5244,0.0054,0.5244
"11548","11548","vcruntime140.dll",0.0030,0.2912,0.0030,0.2912
