Name,Address,Module,SelfTimePercentage,SelfTimeMs,TotalTimePercentage,TotalTimeMs
"23B70","23B70","dxgmms2.sys",0.0104,1.0122,0.0104,1.0122
"1C24D","1C24D","dxgmms2.sys",0.0077,0.7500,0.0077,0.7500
