Name,Address,Module,SelfTimePercentage,SelfTimeMs,TotalTimePercentage,TotalTimeMs
"125ED0","125ED0","Mso98win32client.dll",0.0205,2.0000,0.0205,2.0000
"439E41","439E41","Mso98win32client.dll",0.0205,2.0000,0.0205,2.0000
"598730","598730","Mso98win32client.dll",0.0205,2.0000,0.0205,2.0000
"7F9E7","7F9E7","Mso98win32client.dll",0.0205,2.0000,0.0205,2.0000
"91FF2","91FF2","Mso98win32client.dll",0.0205,2.0000,0.0205,2.0000
"D1928","D1928","Mso98win32client.dll",0.0205,2.0000,0.0205,2.0000
"F076C","F076C","Mso98win32client.dll",0.0205,2.0000,0.0205,2.0000
"197600","197600","Mso98win32client.dll",0.0164,1.5946,0.0164,1.5946
"D010E","D010E","Mso98win32client.dll",0.0133,1.3004,0.0133,1.3004
"132448","132448","Mso98win32client.dll",0.0105,1.0223,0.0105,1.0223
"187160","187160","Mso98win32client.dll",0.0104,1.0124,0.0104,1.0124
"D0582","D0582","Mso98win32client.dll",0.0104,1.0087,0.0104,1.0087
"4D75A0","4D75A0","Mso98win32client.dll",0.0103,1.0035,0.0103,1.0035
"59D92","59D92","Mso98win32client.dll",0.0103,1.0011,0.0103,1.0011
"E7BCD","E7BCD","Mso98win32client.dll",0.0103,1.0008,0.0103,1.0008
"93D37","93D37","Mso98win32client.dll",0.0103,0.9992,0.0103,0.9992
"ED032","ED032","Mso98win32client.dll",0.0102,0.9984,0.0102,0.9984
"CFD25","CFD25","Mso98win32client.dll",0.0101,0.9878,0.0101,0.9878
"F5970","F5970","Mso98win32client.dll",0.0101,0.9869,0.0101,0.9869
"D5019","D5019","Mso98win32client.dll",0.0101,0.9868,0.0101,0.9868
"3570BC","3570BC","Mso98win32client.dll",0.0101,0.9823,0.0101,0.9823
"3088AC","3088AC","Mso98win32client.dll",0.0097,0.9472,0.0097,0.9472
"74800","74800","Mso98win32client.dll",0.0096,0.9331,0.0096,0.9331
"1000AD","1000AD","Mso98win32client.dll",0.0072,0.7001,0.0072,0.7001
"D004D","D004D","Mso98win32client.dll",0.0042,0.4088,0.0042,0.4088
