Name,Address,Module,SelfTimePercentage,SelfTimeMs,TotalTimePercentage,TotalTimeMs
"13CA3","13CA3","user32.dll",0.0205,2.0000,0.0205,2.0000
"18290","18290","user32.dll",0.0205,2.0000,0.0205,2.0000
"732B0","732B0","user32.dll",0.0205,2.0000,0.0205,2.0000
"B8E4","B8E4","user32.dll",0.0205,2.0000,0.0205,2.0000
"4A718","4A718","user32.dll",0.0102,0.9981,0.0102,0.9981
"9771","9771","user32.dll",0.0102,0.9956,0.0102,0.9956
