Name,Address,Module,SelfTimePercentage,SelfTimeMs,TotalTimePercentage,TotalTimeMs
"81114","81114","MSPST32.DLL",0.0205,2.0000,0.0205,2.0000
"8B28B","8B28B","MSPST32.DLL",0.0205,2.0000,0.0205,2.0000
"100DE","100DE","MSPST32.DLL",0.0204,1.9884,0.0204,1.9884
"19D4F5","19D4F5","MSPST32.DLL",0.0178,1.7340,0.0178,1.7340
"A8FA5","A8FA5","MSPST32.DLL",0.0137,1.3391,0.0137,1.3391
"7CB78","7CB78","MSPST32.DLL",0.0126,1.2324,0.0126,1.2324
"A8E6E","A8E6E","MSPST32.DLL",0.0114,1.1144,0.0114,1.1144
"44AC0","44AC0","MSPST32.DLL",0.0110,1.0673,0.0110,1.0673
"A2810","A2810","MSPST32.DLL",0.0103,1.0084,0.0103,1.0084
"19D4CD","19D4CD","MSPST32.DLL",0.0090,0.8809,0.0090,0.8809
"261A3","261A3","MSPST32.DLL",0.0034,0.3305,0.0034,0.3305
